#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
"Shewanella baltica OS678","Bacteria;Proteobacteria;Gammaproteobacteria","OS678","SAMN00016780","PRJNA47019","GCA_000178875.2","Complete",5.36877,46.276,"chromosome:NC_016901.1/CP002383.1; plasmid pSBAL67801:NC_016905.1/CP002384.1",,2,4502,"2010-12-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/178/875/GCA_000178875.2_ASM17887v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/178/875/GCF_000178875.2_ASM17887v2"
"Gordonia polyisoprenivorans VH2","Bacteria;Terrabacteria group;Actinobacteria","VH2","SAMN02603285","PRJNA76601","GCA_000247715.1","Complete",5.8443,66.9612,"chromosome:NC_016906.1/CP003119.1; plasmid p174:NC_016907.1/CP003120.1",,2,5075,"2012-02-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/247/715/GCA_000247715.1_ASM24771v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/247/715/GCF_000247715.1_ASM24771v1"
"Methylomicrobium alcaliphilum 20Z","Bacteria;Proteobacteria;Gammaproteobacteria","20Z","SAMEA3283107","PRJEA73721","GCA_000968535.1","Complete",4.79671,48.7,"chromosome:NZ_FO082060.1/FO082060.1; chromosome:NC_016112.1/FO082060.1; plasmid MEALZ_p:NC_016108.1/FO082061.1; plasmid MEALZ_p:NZ_FO082061.1/FO082061.1",,2,8009,"2011-10-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/968/535/GCA_000968535.1_ASM96853v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/968/535/GCF_000968535.2_ASM96853v1"
"Pseudomonas fluorescens F113","Bacteria;Proteobacteria;Gammaproteobacteria","F113","SAMN02604099","PRJNA76715","GCA_000237065.1","Complete",6.84583,60.8,"chromosome:NC_016830.1/CP003150.1",,1,5946,"2011-12-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/237/065/GCA_000237065.1_ASM23706v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/237/065/GCF_000237065.1_ASM23706v1"
"Klebsiella pneumoniae subsp. pneumoniae HS11286","Bacteria;Proteobacteria;Gammaproteobacteria","HS11286","SAMN02602959","PRJNA78789","GCA_000240185.2","Complete",5.68232,57.1373,"chromosome:NC_016845.1/CP003200.1; plasmid pKPHS1:NC_016838.1/CP003223.1; plasmid pKPHS2:NC_016846.1/CP003224.1; plasmid pKPHS3:NC_016839.1/CP003225.1; plasmid pKPHS4:NC_016840.1/CP003226.1; plasmid pKPHS5:NC_016847.1/CP003227.1; plasmid pKPHS6:NC_016841.1/CP003228.1",,7,5779,"2011-12-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/240/185/GCA_000240185.2_ASM24018v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/240/185/GCF_000240185.1_ASM24018v2"
"Paenibacillus polymyxa SC2","Bacteria;Terrabacteria group;Firmicutes","SC2","SAMN02603854","PRJNA52019","GCA_000164985.2","Complete",6.23851,44.5786,"chromosome:NZ_CP002213.1/CP002213.2; chromosome:NC_014622.2/CP002213.2; plasmid pSC2:NZ_CP002214.1/CP002214.2; plasmid pSC2:NC_014628.2/CP002214.2",,2,10970,"2010-10-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/164/985/GCA_000164985.2_ASM16498v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/164/985/GCF_000164985.3_ASM16498v2"
"Marinovum algicola DG 898","Bacteria;Proteobacteria;Alphaproteobacteria","DG 898","SAMN03840244","PRJNA63153","GCA_001046955.1","Complete",5.25239,65.2283,"chromosome:NZ_CP010855.1/CP010855.1; plasmid pMaD1:NZ_CP010856.1/CP010856.1; plasmid pMaD10:NZ_CP010865.1/CP010865.1; plasmid pMaD11:NZ_CP010866.1/CP010866.1; plasmid pMaD2:NZ_CP010857.1/CP010857.1; plasmid pMaD3:NZ_CP010858.1/CP010858.1; plasmid pMaD4:NZ_CP010859.1/CP010859.1; plasmid pMaD5:NZ_CP010860.1/CP010860.1; plasmid pMaD6:NZ_CP010861.1/CP010861.1; plasmid pMaD7:NZ_CP010862.1/CP010862.1; plasmid pMaD8:NZ_CP010863.1/CP010863.1; plasmid pMaD9:NZ_CP010864.1/CP010864.1",,12,4910,"2015-07-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/046/955/GCA_001046955.1_ASM104695v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/046/955/GCF_001046955.1_ASM104695v1"
"Tetrasphaera japonica T1-X7","Bacteria;Terrabacteria group;Actinobacteria","T1-X7","SAMEA3146271","PRJEB36","GCA_001046855.1","Scaffold",5.16232,71.2,,"CAJB01",1,4258,"2014-07-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/046/855/GCA_001046855.1_ASM104685v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/046/855/GCF_001046855.1_ASM104685v1"
"Tetrasphaera jenkinsii Ben 74","Bacteria;Terrabacteria group;Actinobacteria","Ben 74","SAMEA3146295","PRJEB37","GCA_001046875.1","Scaffold",3.80999,68.1,,"CAJC01",1,3355,"2014-07-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/046/875/GCA_001046875.1_ASM104687v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/046/875/GCF_001046875.1_ASM104687v1"
"Acetobacterium woodii DSM 1030","Bacteria;Terrabacteria group;Firmicutes","DSM 1030","SAMN02603267","PRJNA60713","GCA_000247605.1","Complete",4.04478,39.3,"chromosome:NC_016894.1/CP002987.1",,1,3527,"2012-02-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/247/605/GCA_000247605.1_ASM24760v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/247/605/GCF_000247605.1_ASM24760v1"
"Mycolicibacterium aurum","Bacteria;Terrabacteria group;Actinobacteria","NCTC 10437","SAMEA3216266","PRJEB8229","GCA_001049355.1","Scaffold",6.01933,67.5,,"CVQQ01",46,5567,"2015-05-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/049/355/GCA_001049355.1_M_aurum","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/049/355/GCF_001049355.1_M_aurum"
"Mycolicibacterium malmesburyense","Bacteria;Terrabacteria group;Actinobacteria","WCM 7299","SAMEA3432686","PRJEB9485","GCA_001050015.1","Scaffold",5.47096,67.3,,"CVTB01",324,5040,"2015-06-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/050/015/GCA_001050015.1_Mycobacterium_malmesburii_WCM_7299","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/050/015/GCF_001050015.1_Mycobacterium_malmesburii_WCM_7299"
"Saprospira grandis str. Lewin","Bacteria;FCB group;Bacteroidetes/Chlorobi group","Lewin","SAMN02602989","PRJNA67697","GCA_000250635.1","Complete",4.40018,46.4012,"chromosome:NC_016940.1/CP002831.1; plasmid unnamed:NC_016936.1/CP002832.1",,2,3824,"2012-02-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/250/635/GCA_000250635.1_ASM25063v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/250/635/GCF_000250635.1_ASM25063v1"
"Bacillus smithii","Bacteria;Terrabacteria group;Firmicutes","DSM 4216","SAMN03246763","PRJNA258357","GCA_001050115.1","Complete",3.38129,40.7819,"chromosome 1:NZ_CP012024.1/CP012024.1; plasmid pDSM4216:NZ_CP012025.1/CP012025.1",,2,3072,"2015-07-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/050/115/GCA_001050115.1_ASM105011v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/050/115/GCF_001050115.1_ASM105011v1"
"Paenibacillus mucilaginosus 3016","Bacteria;Terrabacteria group;Firmicutes","3016","SAMN02603387","PRJNA77661","GCA_000250655.1","Complete",8.73905,58.3,"chromosome:NC_016935.1/CP003235.1",,1,6750,"2012-02-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/250/655/GCA_000250655.1_ASM25065v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/250/655/GCF_000250655.1_ASM25065v1"
"Catenovulum maritimum","Bacteria;Proteobacteria;Gammaproteobacteria","Q1","SAMN03481869","PRJNA281057","GCA_001050375.1","Scaffold",4.5495,37.9,,"LAZL01",47,3631,"2015-07-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/050/375/GCA_001050375.1_ASM105037v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/050/375/GCF_001050375.1_ASM105037v1"
"Lactobacillus koreensis","Bacteria;Terrabacteria group;Firmicutes","26-25","SAMN03734960","PRJNA285019","GCA_001050435.1","Complete",3.00681,49.2,"chromosome:NZ_CP012033.1/CP012033.1",,1,2613,"2015-07-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/050/435/GCA_001050435.1_ASM105043v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/050/435/GCF_001050435.1_ASM105043v1"
"Tetrasphaera australiensis Ben110","Bacteria;Terrabacteria group;Actinobacteria","Ben110","SAMEA3146317","PRJEB35","GCA_001050535.1","Scaffold",4.26497,68.6,,"CAJA01",1,3621,"2014-02-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/050/535/GCA_001050535.1_ASM105053v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/050/535/GCF_001050535.1_ASM105053v1"
"Lactobacillus ginsenosidimutans","Bacteria;Terrabacteria group;Firmicutes","EMML 3041","SAMN03734923","PRJNA285015","GCA_001050475.1","Complete",2.59056,36.7,"chromosome:NZ_CP012034.1/CP012034.1",,1,2489,"2015-07-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/050/475/GCA_001050475.1_ASM105047v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/050/475/GCF_001050475.1_ASM105047v1"
"Mycobacterium bohemicum DSM 44277","Bacteria;Terrabacteria group;Actinobacteria","DSM 44277","SAMEA3305052","PRJEB5741","GCA_001053185.1","Scaffold",5.09719,68.8,,"CSTD01",18,4427,"2015-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/053/185/GCA_001053185.1_PRJEB5741_assembly_1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/053/185/GCF_001053185.1_PRJEB5741_assembly_1"
"Corynebacterium halotolerans","Bacteria;Terrabacteria group;Actinobacteria","307_CHAL","SAMN03197499","PRJNA267549","GCA_001056295.1","Scaffold",3.15482,70.1,,"JVMD01",37,2633,"2015-07-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/056/295/GCA_001056295.1_ASM105629v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/056/295/GCF_001056295.1_ASM105629v1"
"Sutterella parvirubra YIT 11816","Bacteria;Proteobacteria;Betaproteobacteria","YIT 11816","SAMN00189160","PRJNA48499","GCA_000250875.1","Scaffold",2.3769,65.2,,"AFBQ01",188,1769,"2012-02-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/250/875/GCA_000250875.1_ASM25087v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/250/875/GCF_000250875.1_ASM25087v1"
"Pediococcus claussenii ATCC BAA-344","Bacteria;Terrabacteria group;Firmicutes","ATCC BAA-344","SAMN02604240","PRJNA42741","GCA_000237995.2","Complete",1.97879,36.999,"chromosome:NC_016605.1/CP003137.1; plasmid pPECL-1:NC_016635.1/CP003138.1; plasmid pPECL-2:NC_016606.1/CP003139.1; plasmid pPECL-3:NC_016636.1/CP003140.1; plasmid pPECL-4:NC_016607.1/CP003141.1; plasmid pPECL-5:NC_016608.1/CP003142.1; plasmid pPECL-6:NC_017017.1/CP003143.1; plasmid pPECL-7:NC_017018.1/CP003144.1; plasmid pPECL-8:NC_017019.1/CP003145.2",,9,1854,"2011-12-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/237/995/GCA_000237995.2_ASM23799v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/237/995/GCF_000237995.1_ASM23799v2"
"Methanocella conradii HZ254","Archaea;Euryarchaeota;Stenosarchaea group","HZ254","SAMN02603117","PRJNA73221","GCA_000251105.1","Complete",2.37844,52.7,"chromosome:NC_017034.1/CP003243.1",,1,2436,"2012-03-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/251/105/GCA_000251105.1_ASM25110v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/251/105/GCF_000251105.1_ASM25110v1"
"Corallococcus coralloides DSM 2259","Bacteria;Proteobacteria;delta/epsilon subdivisions","DSM 2259","SAMN02603593","PRJNA82779","GCA_000255295.1","Complete",10.0806,69.9,"chromosome:NC_017030.1/CP003389.1",,1,7903,"2012-03-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/255/295/GCA_000255295.1_ASM25529v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/255/295/GCF_000255295.1_ASM25529v1"
"Riemerella anatipestifer ATCC 11845 = DSM 15868","Bacteria;FCB group;Bacteroidetes/Chlorobi group","ATCC 11845","SAMN02602991","PRJNA63599","GCA_000252855.1","Complete",2.16409,35,"chromosome:NC_017045.1/CP003388.1",,1,1993,"2012-03-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/252/855/GCA_000252855.1_ASM25285v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/252/855/GCF_000252855.1_ASM25285v1"
"Fervidobacterium pennivorans DSM 9078","Bacteria;Thermotogae;Thermotogae","DSM 9078","SAMN02232021","PRJNA60139","GCA_000235405.3","Complete",2.16638,38.9,"chromosome:NC_017095.1/CP003260.1",,1,1930,"2012-04-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/235/405/GCA_000235405.3_ASM23540v3","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/235/405/GCF_000235405.2_ASM23540v3"
"Spirochaeta africana DSM 8902","Bacteria;Spirochaetes;Spirochaetia","DSM 8902","SAMN02232053","PRJNA52939","GCA_000242595.3","Complete",3.28586,57.8,"chromosome:NC_017098.1/CP003282.1",,1,2781,"2012-04-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/242/595/GCA_000242595.3_ASM24259v3","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/242/595/GCF_000242595.2_ASM24259v3"
"Frateuria aurantia DSM 6220","Bacteria;Proteobacteria;Gammaproteobacteria","DSM 6220","SAMN02261415","PRJNA64505","GCA_000242255.3","Complete",3.60346,63.4,"chromosome:NC_017033.1/CP003350.1",,1,3123,"2012-03-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/242/255/GCA_000242255.3_ASM24225v3","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/242/255/GCF_000242255.2_ASM24225v3"
"Saccharomonospora azurea NA-128","Bacteria;Terrabacteria group;Actinobacteria","NA-128","SAMN02261398","PRJNA62037","GCA_000231055.3"," Chromosome",4.76385,70,"chromosome:NZ_CM001466.1/CM001466.1","AGIU02",1,4217,"2011-10-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/231/055/GCA_000231055.3_ASM23105v3","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/231/055/GCF_000231055.2_ASM23105v3"
"Saccharomonospora xinjiangensis XJ-54","Bacteria;Terrabacteria group;Actinobacteria","XJ-54","SAMN02261402","PRJNA62221","GCA_000258175.1","Scaffold",4.77601,68.9,,"AICV01",2,4226,"2012-04-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/258/175/GCA_000258175.1_ASM25817v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/258/175/GCF_000258175.1_ASM25817v1"
"Chlamydia psittaci 6BC","Bacteria;PVC group;Chlamydiae","6BC","SAMN02603382","PRJNA62889","GCA_000204255.1","Complete",1.17922,39.0603,"chromosome:NC_017287.1/CP002586.1; plasmid pCps6BC:NC_017288.1/CP002587.1",,2,988,"2011-04-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/204/255/GCA_000204255.1_ASM20425v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/204/255/GCF_000204255.1_ASM20425v1"
"Corynebacterium pseudotuberculosis C231","Bacteria;Terrabacteria group;Actinobacteria","C231","SAMN02604117","PRJNA40875","GCA_000144675.1","Complete",2.32821,52.2,"chromosome:NC_017301.1/CP001829.1",,1,1996,"2010-08-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/144/675/GCA_000144675.1_ASM14467v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/144/675/GCF_000144675.1_ASM14467v1"
"Leptonema illini DSM 21528","Bacteria;Spirochaetes;Spirochaetia","DSM 21528","SAMN02256522","PRJNA60435","GCA_000243335.1","Scaffold",4.52276,54.3,,"AHKT01",3,4173,"2012-01-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/243/335/GCA_000243335.1_ASM24333v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/243/335/GCF_000243335.1_ASM24333v1"
"Ketogulonicigenium vulgare WSH-001","Bacteria;Proteobacteria;Alphaproteobacteria","WSH-001","SAMN02603460","PRJNA48079","GCA_000223375.1","Complete",3.2771,61.7339,"chromosome:NC_017384.1/CP002018.1; plasmid 1:NC_017386.1/CP002019.1; plasmid 2:NC_017385.1/CP002020.1",,3,3054,"2011-08-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/223/375/GCA_000223375.1_ASM22337v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/223/375/GCF_000223375.1_ASM22337v1"
"Leucobacter chromiiresistens JG 31","Bacteria;Terrabacteria group;Actinobacteria","JG 31","SAMN02470119","PRJNA72623","GCA_000231305.1","Scaffold",3.37343,68.4,,"AGCW01",29,2710,"2011-10-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/231/305/GCA_000231305.1_ASM23130v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/231/305/GCF_000231305.1_ASM23130v1"
"Ignavibacterium album JCM 16511","Bacteria;FCB group;Bacteroidetes/Chlorobi group","JCM 16511","SAMN02603949","PRJNA61811","GCA_000258405.1","Complete",3.659,33.9,"chromosome:NC_017464.1/CP003418.1",,1,3107,"2012-04-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/258/405/GCA_000258405.1_ASM25840v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/258/405/GCF_000258405.1_ASM25840v1"
"Fibrobacter succinogenes subsp. succinogenes S85","Bacteria;FCB group;Fibrobacteres","S85","SAMN02603971","PRJNA47","GCA_000146505.1","Complete",3.843,48,"chromosome:NC_017448.1/CP002158.1",,1,3085,"2010-08-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/146/505/GCA_000146505.1_ASM14650v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/146/505/GCF_000146505.1_ASM14650v1"
"Halanaerobium praevalens DSM 2228","Bacteria;Terrabacteria group;Firmicutes","DSM 2228","SAMN00103629","PRJNA32591","GCA_000165465.1","Complete",2.30926,30.3,"chromosome:NC_017455.1/CP002175.1",,1,2071,"2010-10-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/165/465/GCA_000165465.1_ASM16546v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/165/465/GCF_000165465.1_ASM16546v1"
"Haloquadratum walsbyi C23","Archaea;Euryarchaeota;Stenosarchaea group","DSM 16854 = C23","SAMEA2272799","PRJEA49335","GCA_000237865.1","Complete",3.26048,47.6941,"chromosome:NC_017459.1/FR746099.1; plasmid PL100:NC_017457.1/FR746100.1; plasmid PL6A:NC_017460.1/FR746101.1; plasmid PL6B:NC_017458.1/FR746102.1",,4,2771,"2011-05-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/237/865/GCA_000237865.1_ASM23786v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/237/865/GCF_000237865.1_ASM23786v1"
"Methanosaeta harundinacea 6Ac","Archaea;Euryarchaeota;Stenosarchaea group","6Ac","SAMN02603883","PRJNA76151","GCA_000235565.1","Complete",2.57103,60.5692,"chromosome:NC_017527.1/CP003117.1; plasmid pH6Ac:NC_016637.1/CP003118.1",,2,2399,"2011-11-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/235/565/GCA_000235565.1_ASM23556v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/235/565/GCF_000235565.1_ASM23556v1"
"Leptospira santarosai serovar Shermani str. LT 821","Bacteria;Spirochaetes;Spirochaetia","","SAMN02470123","PRJNA47139","GCA_000313175.2","Complete",3.98361,41.8163,"chromosome I:NZ_CP006694.1/CP006694.1; chromosome II:NZ_CP006695.1/CP006695.1",,2,3673,"2014-10-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/313/175/GCA_000313175.2_ASM31317v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/313/175/GCF_000313175.2_ASM31317v2"
"Candidatus Coxiella mudrowiae","Bacteria;Proteobacteria;Gammaproteobacteria","CRt","SAMN03445847","PRJNA279339","GCA_001077715.1","Complete",1.73384,38.2,"chromosome:NZ_CP011126.1/CP011126.1",,1,1309,"2015-07-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/077/715/GCA_001077715.1_ASM107771v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/077/715/GCF_001077715.1_ASM107771v1"
"Bordetella hinzii","Bacteria;Proteobacteria;Betaproteobacteria","F582","SAMN03790813","PRJNA287884","GCA_001078275.1","Complete",4.91298,67.1,"chromosome:NZ_CP012076.1/CP012076.1",,1,4502,"2015-07-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/078/275/GCA_001078275.1_ASM107827v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/078/275/GCF_001078275.1_ASM107827v1"
"Streptococcus thermophilus JIM 8232","Bacteria;Terrabacteria group;Firmicutes","JIM 8232","SAMEA2272807","PRJEA68521","GCA_000253395.1","Complete",1.9299,38.9,"chromosome:NC_017581.1/FR875178.1",,1,1748,"2011-07-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/253/395/GCA_000253395.1_ASM25339v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/253/395/GCF_000253395.1_ASM25339v1"
"Spirochaeta thermophila DSM 6578","Bacteria;Spirochaetes;Spirochaetia","DSM 6578","SAMN00191235","PRJNA50823","GCA_000184345.2","Complete",2.56022,60.9,"chromosome:NC_017583.1/CP002903.1",,1,2239,"2011-07-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/184/345/GCA_000184345.2_ASM18434v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/184/345/GCF_000184345.1_ASM18434v2"
"Streptomyces cattleya NRRL 8057 = DSM 46488","Bacteria;Terrabacteria group;Actinobacteria","DSM 46488","SAMN02603879","PRJNA78941","GCA_000240165.1","Complete",8.09552,72.9896,"chromosome:NC_017586.1/CP003219.1; plasmid pSCATT:NC_017585.1/CP003229.1",,2,6943,"2011-12-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/240/165/GCA_000240165.1_ASM24016v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/240/165/GCF_000240165.1_ASM24016v1"
"Limnoraphis robusta CS-951","Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group","CS-951","SAMN03450766","PRJNA279819","GCA_000972705.2","Scaffold",7.31412,41.6,,"LATL02",361,5716,"2015-04-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/972/705/GCA_000972705.2_ASM97270v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/972/705/GCF_000972705.2_ASM97270v2"
"Providencia stuartii MRSN 2154","Bacteria;Proteobacteria;Gammaproteobacteria","MRSN 2154","SAMN02604304","PRJNA88059","GCA_000259175.1","Complete",4.40211,41.3,"chromosome:NC_017731.1/CP003488.1",,1,3849,"2012-04-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/259/175/GCA_000259175.1_ASM25917v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/259/175/GCF_000259175.1_ASM25917v1"
"Helicobacter cetorum MIT 99-5656","Bacteria;Proteobacteria;delta/epsilon subdivisions","MIT 99-5656","SAMN02603198","PRJNA97499","GCA_000259275.1","Complete",1.84779,35.5778,"chromosome:NC_017735.1/CP003481.1; plasmid pHCD:NC_017736.1/CP003482.1",,2,1621,"2012-04-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/259/275/GCA_000259275.1_ASM25927v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/259/275/GCF_000259275.1_ASM25927v1"
"Deinococcus gobiensis I-0","Bacteria;Terrabacteria group;Deinococcus-Thermus","I-0","SAMN02603039","PRJNA46605","GCA_000252445.1","Complete",4.40604,69.1514,"chromosome:NC_017790.1/CP002191.1; plasmid P1:NC_017805.1/CP002192.1; plasmid P2:NC_017791.1/CP002193.1; plasmid P3:NC_017771.1/CP002194.1; plasmid P4:NC_017792.1/CP002195.1; plasmid P5:NC_017806.1/CP002196.1; plasmid P6:NC_017793.1/CP002197.1",,7,4140,"2012-03-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/252/445/GCA_000252445.1_ASM25244v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/252/445/GCF_000252445.1_ASM25244v1"
